DISEASES_spacy,DRUGS_spacy,DISEASES_BERT,DRUGS_BERT
anemia,,,
chronic disease,,,
pulmonary illness,,,
c renal insufficiency s p renal transplant,,,
intravascular volume depletion renal ultrasound of transplant kidney shows hypoperfusion,,,
hydronephrosis,,,
renal obstruction,,,
prerenal azotemia,,,
hyperparathyroidism,vitamin d,,
anemia,calcitriol,,
chronic disease,prednisone,,
acute renal failure,tacrolimus,,
penile implant stri,tacrolimus,,
prostatic enlargement,,,
renal obstruction,,,
urinary retention,,,
cough,,,
diabetic,,,
congestive heart failure diabetes mellitus pneumonia,tacrolimus,,
atrial fibrillation,tacrolimus,,
,atorvastatin,,
,aspirin,,
,ferrous sulfate,,
,cholecalciferol vitamin d,,
,prednisone,,
,qhs metoprolol succinate,,
,calcium acetate,,
,sodium citrate citric acid,,
,clopidogrel,,
,hydralazine,,
,lasix,,
myelitis,steroids,,
hematemesis gastric ulcer,,,
lower back pain,,,
weakness,,,
numbness,,,
arthritis,,,
hand le weakness strength hyperreflexia,,,
malignancies,,,
spasticity,lucose,,
bacteremia septic,medrol,,
,medrol,,
,steroids,,
septic,,,
gout,,,
edema,,,
lymphoma vs sarcoid vs,,,
myelitis,,,
traumatic,steroids,,
seizure,steroids,,
emesis,,,
emesis,,,
gastric ulcer,,,
hematemesis,,,
,glucose urea,,
,creat sodium potassium chloride,,
,glucose,,
,creat na,,
abnormal cord swelling,,,
seizure,,,
seizures,trileptal,,
seizure,,,
seizures c spine,,,
neurosarcoid,,,
granulomas,,,
malignancy,steroids,,
varicella,glucose,,
seizure,prednisone,,
seizure,trileptal,,
tb lymphoma neurosarcoid,solids,,
ulcer,,,
bleed,iron,,
tachycardia,,,
orthostatic,,,
dehydration arrhythmia,,,
gout,allopurinol,,
tachycardia,theophylline,,
,bactrim,,
,ppx,,
,steroids,,
,theophylline,,
,prednisone,,
,allopurinol,,
seizure myelitis,zocor,,
ulcer,enalapril,,
cirrhosis,bactrim,,
variceal hemorrhage,iron,,
hyperkalemia,,,
cirrhosis,,,
anemia,,,
transfussions,,,
hypertension,,,
fatigue,,,
anorexia,,,
emesis,,,
hematemesis,,,
hypotensive,,,
pain,calcium,,
,flagyl right femoral line,,
,glucose,,
,creat na,,
totbili pm blood albumin,calcium,,
pulmonary vascular congestion,lactate,,
opacity,,,
thrombosis,,,
multifocal hepatocellular carcinoma,,,
ascites,,,
cirrhosis,,,
variceal hemorrhage,,,
hyperkalemia,,,
malignancy,,,
variceal bleeding,,,
renal and hepatic failure,,,
hematemesis,octreotide,,
aggressive resucition,gtts,,
variceal bleed,nadalol,,
htn,oxycodone,,
cirrhosis variceal hemorrhage liver failu,spironolactone,,
,glyburide,,
,cipro,,
,lasix,,
renal failure sepsis hyperkalemia,protonix,,
melena,,,
melena weakness gnawing,,,
gastritis,nitrite,,
ulcer,glucose,,
bleeding,ketone,,
,bilirubin,,
,glucose urea,,
,creat sodium potassium chloride,,
hernia ulcer,calcium phosphate magnesium,,
erythema friability congestion,,,
erosion,,,
gastritis erythema friability,,,
congestion,,,
gastritis,,,
gastritis,,,
melena,,,
tachycardia,,,
ischemia,,,
gastritis melena blood loss anemia,atenolol lipitor lisinopril,,
pulmonary hypertension,ibuprofen,,
hemoptysis,,,
heart failure,,,
abdominal pain,vit k,,
hypertensive,levofloxacin,,
pneumonia,,,
depression,glucose lactate,,
,creat,,
,glucose,,
,creat na,,
,radiog,,
cardiomegaly,,,
consolidations,,,
pleural effusion,,,
pneumothorax,,,
cholelithiasis,,,
cholecystitis,,,
dilated right ventricular systolic function,,,
depressed,,,
tricuspid regurgitation,,,
aortic regurgitation,,,
mitral regurgitation,,,
pulmonary artery systolic,,,
pericardial effusion,,,
tricuspid regurgitation,,,
decline xray shoulder and hip and wrist mild left acromioclavicular joint,,,
arthrosis,,,
fracture,,,
fracture,,,
intracranial hemorrhage,,,
chronic microvascular ischemic changes ct chest,,,
pleural effusion,,,
loculated bronchomalacia bronchus intermedius,,,
cardiomegaly,,,
right atrial enlargement,,,
tricuspid insufficiency pulmonary hypertension,,,
atelectasis,,,
lower lobe pneumonia,,,
mediastinal lymphadenopathy,,,
neoplasm,,,
chest abd pelvis decrease,,,
pleural effusion,,,
effusion,,,
atelectasis,,,
opacification,,,
pericardial effusion right renal cysts,,,
hemoptysis anemia,,,
pulmonary hypertension bleeding,,,
bleeding,,,
bleeding,,,
hemoptysis,,,
respiratory failure pneumonia,gpc,,
pleural effusions,levofloxacin vancomycin,,
hemoptysis,,,
hemoptysis,,,
heart failure,,,
pneumonia,,,
fever,levofloxacin,,
pleural effusion,aztreonam,,
pleural effusion,,,
opacities,,,
coagulopathy,vancomycin,,
hemoptysis congestive heart failure,aztreonam,,
hypotension,levaquin,,
,coumadin,,
,coumadin,,
atrial fibrillation,readded,,
hypotension metoprolol,aspirin allergy plavix,,
hemoptysis,,,
renal failure,,,
blood loss,,,
hypertension,,,
pain,tylenol,,
,lidocaine,,
,oxycodone,,
,haldol,,
pain,oxycodone,,
pain,nifedipine,,
pain,,,
hypertension,,,
apnea cpap,metoprolol,,
nasal cpap,metoprolol,,
hyperglycemia,glucose,,
nslulin,tramadol,,
rash clindamycin phosphate,fluvoxamine,,
,cortisone cream,,
,diphenhydramine,,
,cholecalciferol vitamin d,,
constipation oxycodone acetaminophen,lactulose,,
pain,zolpidem,,
insomnia furosemide,,,
hemoptysis pulmonary hypertension pneumonia pleural effusion acute renal failure,ferrous sulfate,,
fibromyalgia,nifedipine,,
,metoprolol tartrate,,
,clonazepam,,
atrial fibrillation hypertension anemia iron,,,
tricuspid regurgitation,,,
lupus obstructive sleep,,,
apnea gastroesophageal reflux disease,,,
gout,,,
aml htn hyperlipidemia diverticulosis,decitabine,,
anal fissure,,,
nosebleeds,,,
rigors chills,,,
hypotensive,tylenol hydrocortisone,,
hypoxia,,,
neutropenia,,,
hemolysis,,,
interstitial edema,,,
bleed,,,
fever chills,,,
pain,,,
cough headache,,,
bruise canker sore,,,
pain,,,
fever,,,
chills sweats fatigue,,,
anorexia,,,
weight loss gain,,,
blurred vision,,,
photophobia,,,
dry mouth,,,
bleeding,,,
ulcers sore throat,,,
epistaxis tinnitus,,,
tinnitus,,,
cough wheeze,,,
hemoptysis pleuritic pain,,,
angina palpitations edema pnd,,,
orthopnea chest pain,,,
hematemesis odynophagia dysphagia,,,
anorexia nausea vomiting reflux diarrhea constipation,,,
pain,,,
dysuria,,,
hematuria,,,
rash pruritus,,,
pain,,,
swelling,,,
pain,,,
headache,,,
seizures weakness dizziness lightheaded,,,
headache,,,
bruising,,,
adenopathy,,,
ideation,,,
,bili,,
,glucose urea,,
,creat sodium potassium chloride,,
,nitrite,,
,glucose,,
,ketone,,
,bilirubin,,
,glucose,,
,creat na,,
,calcium,,
interstitial edema,,,
pneumothorax,,,
pneumonia,,,
retroperitoneal hemorrhage,,,
gallbladder polyp,,,
adenomyomatosis,,,
fundus sigmoid diverticulosis,,,
bibasilar opacities,,,
bronchiectasis,,,
intracranial hemorrhage,,,
hemorrhage,,,
bleeding,,,
gallbladder polyp,,,
diverticulosis,,,
diverticulitis,,,
left adrenal adenoma,,,
colon diverticulosis,,,
bleeding,,,
diverticulosis,,,
colon bleeding angioectasias,,,
polyp,,,
transverse colon blood,,,
colon non bleeding posterior anal fissure,,,
diverticulosis,,,
bleeding,,,
aml transformation,,,
diverticulosis,,,
thrombocytopenia,,,
diverticulosis,,,
bloody bowel movements,amicar,,
bloody bowel movements,tran,,
angioectasias,,,
bleeding,,,
bleeding,,,
diverticula,,,
polyp,,,
bloody bowel movements,amicar,,
watery,,,
thrombocytopenia,,,
aml,,,
consumptive,,,
schistocytes,amicar,,
renal failure or neurologic concerns no fevers,,,
bleeding,,,
platelet transfusions platelet count was in the s upon discharge transfusion reaction,aspirin,,
,plavix,,
,famotidine benadryl,,
,hydrocortisone,,
aml transformation,,,
constipation,,,
constipation,loratadine,,
bloody bowel movements,omeprazole,,
myelodysplastic syndrome acute myloid leukemia,polyethylene glycol gram,,
bleed,qhs,,
,magnesium hydroxide,,
,qhs,,
,docusate sodium,,
,allopurinol,,
cholangitis,,,
intermittent biliary colic,,,
pain,,,
delirious,,,
fever,vancomycin,,
gallstones,unasyn,,
,unasyn,,
,cefepime,,
,gentamycin,,
acute renal failure,,,
swelling,,,
abdominal pain,,,
nausea,,,
pain,,,
pain,,,
cough,,,
chest pain,,,
arthralgias,,,
swelling,,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
opacification,,,
partial obstruction,,,
cholangitis,,,
dvt,,,
cholangitis,,,
blood bacteremia,cipro,,
acute renal failure,cefepime,,
upper extremity swelling,gentamicin,,
thrush,ciprofloxacin,,
diabetes,creatinine,,
,nystatin oral type,,
hypertension,carvedilol,,
lumbar back pain,lasix,,
renal failure,oxycontin,,
coagulopathy,oxycodone,,
bacteremia,carvedilol,,
acute renal failure coagulopathy thrombocytopenia lue swelling diabetes type,furosemide,,
hypertension,lisinopril,,
pain,metoclopromide,,
,qhs,,
,metformin,,
,simvastatin,,
,qhs,,
dementia,atropine,,
cardiac arrest,atropine,,
arrest,,,
pneumothorax,calcium gluconate,,
,bicarb,,
seizure,flagyl,,
,dopa,,
,heparin,,
,glucose,,
,creat na,,
,calcium,,
pneumothorax,glucose lactate,,
,lactate,,
,lactate,,
,lactate,,
lucency,,,
pneumothorax,,,
opacity,,,
atelectasis,,,
dementia,,,
arrest,levophed,,
pneumothorax s p chest tube,dopamine,,
myoclonic jerks hypotension,,,
cardiac arrest,,,
arrest,,,
hypotension,,,
ischemia,,,
cardiac ischemic injury,,,
coagulopathy,bicarb,,
acidosis,,,
pulmonary embolism,,,
cardiac arrest,heparin,,
status myoclonic jerks,heparin,,
hypoperfusion,lactate,,
,signif,,
metabolic acidosis,depakote,,
jerks,,,
anoxic,,,
metabolic abnormalities,,,
acidosis,,,
acidosis,,,
respiratory acid,,,
acidosis,lactate,,
pneumothorax,,,
pneumothorax,,,
coagulopathy,,,
shock,,,
coags,lasix atenolol nifedipine,,
bleeding,lisinopril dementia,,
hypertension,nifedipine,,
,lasix,,
,vit b,,
,divalproex,,
,sprinkle,,
,aricept,,
,simvastatin,,
,zolpidem,,
,tylenol,,
,atenolol,,
,lisinopril,,
,compazine,,
,bisacodyl,,
,trazadone,,
fever,,,
erythema,,,
fever,ceftriaxone,,
confusion,vancomycin,,
volume overload,lasix,,
,tylenol,,
lulitis,glucose,,
,creat na,,
,glucose,,
,creat na,,
corynebacterium,cocci,,
aeruginosa,propionibacterium,,
aeruginosa,ampicillin,,
,ampicillin sulbactam,,
,cefazolin,,
,cefepime,,
,ceftazidime,,
,ceftriaxone,,
,cefuroxime,,
,ciprofloxacin,,
,gentamicin,,
,piperacillin,,
,piperacillin,,
,tobramycin,,
,trimethoprim sulfa,,
pleural effusion,,,
bibasal atelectasis gynecomastia,,,
pleural effusion,,,
atelectasis,,,
left retrocardiac atelectasis,,,
infection,vancomycin,,
mitral regurgitation,alcohol,,
mitral valve repair aortic insufficiency s p avr cva right frontal infarction atrial fibrillation flutter,,,
wheeze,,,
cough,,,
chest erythema,,,
purulent,,,
tenderness,,,
organomegaly,,,
erythema,,,
tenderness,,,
edema,,,
corynebacterium,glucose,,
,creat na,,
,glucose,,
,creat na,,
,cocci,,
,propionibacterium,,
aeruginosa,ampicillin,,
aeruginosa,ampicillin sulbactam,,
,cefazolin,,
,cefepime,,
,ceftazidime,,
,ceftriaxone,,
,cefuroxime,,
,ciprofloxacin,,
pleural effusion,gentamicin,,
bibasal atelectasis gynecomastia,piperacillin,,
,piperacillin,,
,tobramycin,,
,trimethoprim sulfa,,
pleural effusion,,,
atelectasis,,,
left retrocardiac atelectasis,,,
infection,,,
fever,,,
pneumonia,,,
cellulitis,,,
mediastinitis fever,,,
pneumonia,,,
mediastinitis,,,
cellulitis,,,
line infection,,,
pneumonia,,,
rash,ceftriaxone allergic reaction,,
allergy,ceftriaxone,,
chest pain,tobramycin,,
,tobra,,
,tobra,,
,amiodarone,,
,statin aspirin,,
,statin aspirin,,
,ranitidine,,
insomnia,atorvastatin,,
shortness of breath,docusate sodium,,
wheezing chlorhexidine gluconate,aspirin,,
,amiodarone,,
,lisinopril,,
,metoprolol tartrate,,
,temazepam,,
,ranitidine hcl,,
,syrup,,
,albuterol sulfate,,
pneumonia,warfarin,,
coronary artery disease atrial fibrillation,vanco,,
cerebrovascular accident,lasix,,
,tylenol,,
,trazodone,,
,qhs,,
,tylenol,,
,coumadin,,
pain,,,
scoliosis,,,
pain,,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,calcium,,
,calcium,,
,calcium,,
pain,,,
pain,bupivicaine,,
leukocytosis,,,
pain,,,
pain,diltiazem alprazolam escitalopram,,
scoliosis,,,
blood loss anemia,,,
,glucose,,
,creat na,,
,lactate,,
effusion,glucose,,
pneumothorax,creat na,,
pneumonia,,,
left ventricular systolic function,,,
abnormal septal motion position consistent with right ventricular pressure volume overload no aortic regurgitation,,,
mitral regurgitation,,,
volume overload,,,
swelling,heparin,,
venous thrombosis,coumadin pulmonary embolism dvt,,
submassive pulmonary embolism,,,
shortness of breath,,,
dyspnea,,,
swelling,,,
pain,,,
swelling,heparin,,
embolism,coumadin,,
,lovenox,,
,coumadin,,
cancer,coumadin,,
primary pulmonary embolism,,,
vein thrombosis,,,
obesity,,,
htn hypothyroidism,,,
chronic renal insufficiency,,,
fever,,,
hypotension,,,
sepsis,,,
pneumoniae,vancomycin levofloxacin,,
osteomyelitis,metronidazole,,
infection,norepinephrine,,
,vancomyin,,
,norepinephrine,,
,glucose urea,,
,creat sodium potassium chloride,,
,lactate,,
,nitrite,,
,glucose,,
,bilirubin,,
,digoxin,,
,cortisol,,
,glucose,,
,creat na,,
,digoxin,,
,digoxin,,
,digoxin,,
congestive heart failure,vancomycin levofloxacin,,
pleural effusions,metronidazole,,
opacity,,,
sepsis,,,
pneumoniae,rine,,
osteomyelitis,vancomyin,,
infection,norepinephrine,,
hypertension,,,
atrial fibrillat,,,
gastroesophageal reflux disease,,,
anemia,,,
chronic renal insufficiency,,,
chronic leg ulcers,,,
anemia hypothyroidism,,,
poa,,,
edema,glucose urea,,
,creat sodium potassium chloride,,
,lactate,,
,nitrite,,
,glucose,,
,bilirubin,,
,digoxin,,
,cortisol,,
,cortisol,,
,glucose,,
,creat na,,
,digoxin,,
,digoxin,,
,digoxin,,
congestive heart failure,,,
pleural effusions,,,
opacity,,,
sepsis,vancomycin levofloxacin,,
sepsis,metronidazole,,
pneumoniae,norepinephrine,,
osteomyelitis,vancomyin,,
,norepinephrine,,
,flagyl,,
,meropenem,,
pain,morphine,,
pain,,,
pain,,,
hypernatremia,,,
hypernatremia,sodium,,
anasarca,sodium,,
,sodium,,
anemia,iron,,
anemia,,,
chronic disease,,,
hypothyroidism,,,
hypothyroid,thyroxine,,
pain,,,
pain,,,
pain,,,
pain,morphine,,
pain,tylenol,,
pain,morphine,,
atrial fibrillation,digoxin,,
,amiodarone,,
,digoxin,,
,coumadin,,
delirious,coumadin,,
stroke,qhs,,
pain,zyprexa,,
pain,,,
,heparin,,
,citalopram,,
,mirtazapine,,
,qhs docusate,,
,levothyroxine,,
,glipizide,,
,albuterol mdi,,
,simethicone qid,,
urosepsis c,toprolol,,
anasarca dm type,tylenol,,
hypothyroidism,tramadol,,
hypertension,qhs enalapril,,
,lasix,,
,oxycodone,,
,fentanyl,,
,keflex,,
blood loss,,,
shortness of breath,,,
chest pain cough wheeze,oxygen,,
pain,lasix,,
copd,,,
asthma,,,
swelling,,,
edema,,,
low blood pressures,na,,
atrial fibrillation,,,
chest pain,oxygen,,
shortness of breath,,,
fever chills,,,
sweats,,,
weight loss,,,
headache,,,
sinus tenderness rhinorrhea,,,
congestion,,,
cough,,,
wheezing,,,
chest pain,,,
nausea vomiting diarrhea constipation,,,
abdominal pain,,,
dysuria,,,
arthralgias,,,
myalgias,,,
rashes,,,
pedal edema,lasix,,
atrial fibrillation,lasix,,
pericardial abnormality,amiodarone,,
pleural effusions,,,
atrial fibrillation,,,
patent foramen ovale,,,
ventricular hypertrophy,,,
mitral valve prolapse,,,
mitral regurgitation,,,
pulmonary artery systolic hypertension,,,
tricuspid regurgitation,,,
pericardial effusion,,,
systolic dysfunction,,,
tricuspid regurgitation,,,
mitral regurgitation,,,
pulmonary hypertension,,,
dvt,,,
pleural effusion,,,
mismatched segmental defects,,,
pleural effusion,,,
cardiomegaly,,,
pulmonary embolism,,,
pulmonary embolism,,,
hydronephrosis,,,
acute tubular necrosis,,,
vascular thrombus,,,
chronic medical renal disease,,,
atrial fibrillation,,,
atrial fibrillation,,,
right pleural effusion,,,
right basilar atelectasis,,,
pericardial effusion,,,
cardiomegaly,,,
pericardial effusion,,,
aneurysm,,,
pulmonary edema,,,
compressive atelectasis,,,
pulmonary vascular congestion,,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na k cl hco angap,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,calcium,,
,calcium,,
,calcium,,
,calcium,,
,calcium,,
,lactate,,
,lactate,,
atrial fibrillation,coumadin,,
blood loss anemia,,,
vascular ectasias,,,
hypoxemia,,,
hypoxemia,,,
chronic pulmonary embolism chronic diastolic heart failure,,,
secondary pulmonary hypertension,,,
hypoxemia,,,
volume overload,,,
tricuspid regurgitation,,,
mitral regurgitation right ventricular dilatation,,,
tricuspid regurgitation,,,
bleeds,,,
chest pain hypotension,oxygen,,
hypoxia,,,
hypotension,,,
valvular disease,oxygen,,
hypoxia,,,
hypoxia,,,
bleeding,coumadin,,
renal failure,aspirin,,
,atenolol,,
,metoprolol,,
,uptitration,,
anemia,,,
edema,lasix,,
edema,lasix,,
hypertension,metoprolol,,
hyperlipidemia,simvastatin type diabetes mellitus,,
hypothyroidism,glipizide,,
chronic renal failure stage,glipizide,,
,levothyroxine,,
hypertension,simvastatin,,
,levothyroxine,,
,glipizide,,
,loratadine,,
,iron,,
,omperazole,,
,ascorbic acid,,
,atenolol,,
,furosemide,,
pulmonary embolism,,,
diabetes,,,
hypothyroidism,,,
pain,,,
,glucose urea,,
,creat sodium potassium chloride,,
,nitrite,,
,glucose,,
,ketone,,
,bilirubin,,
,glucose,,
,creat na,,
multiple small,lisinopril,,
infarcts,zocor,,
peripheral vision loss,,,
stroke,,,
aortic aneurysm,chol,,
bleeding,,,
aneurysm,,,
fatigue,,,
depressed,,,
atrial septal defect,,,
left ventricular systolic dysfunction,,,
hypokinesis of the basal to distal inferior and septal walls overall left ventricular systolic function,,,
depressed lvef right ventricular chamber size and free wall motion,,,
atheroma,,,
atheroma,,,
atheroma,epinephrine milrinone,,
aortic valve stenosis,norepinephrine,,
aortic regurgitation,,,
mitral valve annuloplasty,,,
mitral regurgitation,,,
pericardial effusion,,,
depressed lvef the right v,,,
tricuspid regurgitation,,,
mitral regurgitation,,,
aortic regurgitation,,,
atrial septal defect,,,
aortic regurgitation,,,
mitral valve annuloplasty,,,
mitral regurgitation,,,
pericardial effusion,,,
aneurysm,heparin,,
coagulopathy,,,
acute renal failure,,,
ventricular tachycardia,amiodarone,,
atrial fibrillation,coumadin,,
compartment syndrome,,,
infectious disease,flagyl,,
infectious disease,flagyl,,
leukocytosis,vancomycin,,
,vancomycin,,
edema,spironolactone,,
edema,amlodipine,,
heart failure,digoxin,,
,furosemide,,
aortic aneurysm,otassium chloride,,
hypertension hyperlipidemia,telmisartan hydrochlorothiazid,,
cardiomyopathy,telmisartan,,
heart failure mitral regurgitation,allopurinol,,
mitral valve repair paroxysmal atrial fibrill,warfarin,,
,aspirin,,
cancer gastroesophageal reflux arthritis,V1005,,
apnea,,,
cpap ascending aorta aneurysm,,,
memory loss,,,
pain,,,
multi vessel coronary artery disease,,,
thrombus,,,
atrial septal defect,,,
atheroma,,,
atheroma,,,
aortic stenosis,,,
aortic regurgitation,,,
mitral regurgitation,,,
pericardial effusion,,,
coronary artery disease,,,
,betablockers lasix,,
,statin,,
anemia,lisinopril,,
pericardial effusion,lantus,,
left effusion,aspirin,,
,remeron,,
,zocor,,
coronary artery disease s p coronary artery bypass,metformin,,
hypertension diabetes mellitus depression,,,
prostatic hypertrophy skin lesion,,,
pericardial effusion,,,
shortness of breath,,,
hypoxia,,,
fatigue,,,
cdiff colitis,,,
tachypneic,,,
hypoxia,,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
,glucose,,
,creat na,,
